,General Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not
,Quote Currency,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quote Leader,Mark Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solder Paste Required (Default set to Y. Update if not required),Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Conformal Coating Required (Default set to Y. Update if not required),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calculated cell - do not enter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mandatory cell/column - please complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Optional cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Additional Detail - Electrical,,,,,,,,Additional Detail - Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,Purchasing Input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Quantity,,,,,,,,,,,,,,,,,,,,Reference Supplier Information,,,AV2,,AV3,,,Dimensions mm,,,,,,,,,,,,,,,,,,,,Surrogate Data,,,,,,,,,,,,,,,,,,,,SOP,,,,Tooling,,,,,,,Total Cost (LCL),,,,,,,,,,,,,,,,,,,,Total Cost (USD),,,,,,,,,,,,,,,,,,,,,,,,,,Top BOM Items for End Item 1,,,,,
Line Number,Part Number,Description,Ref Des,Circuit,Level,Block,"Part Classification
EBOM/MBOM/Display/
Raw Material/PCB",Unit of Measure,Make/Buy,New Part Y/N,AHU-1,AHU-2,AHU-3,AHU-4,PAC-3,Blank on Purpose,"Investigate
AHU-5","Investigate
AHU-6","Investigate
AHU-7","Investigate
AHU-8","End Item 11
Part Number
Description","End Item 12
Part Number
Description","End Item 13
Part Number
Description","End Item 14
Part Number
Description","End Item 15
Part Number
Description","End Item 16
Part Number
Description","End Item 17
Part Number
Description","End Item 18
Part Number
Description","End Item 19
Part Number
Description","End Item 20
Part Number
Description",Supplier,Manufacturer's Part Number,Part Status,Supplier,MPN,Supplier,MPN,aa,Length,Width,Depth,Weight (g),Volume,Density,Picture,Colour Effect,Colour Code,Grain,Grain Code,Gloss,Material,GBC Material Part Number,GBC Material Part Name,Material Supplier,Material Specification,Process,Attachment Method,Comments,Part Number,Description,Drawing/ CAD Files,eP #,Description,How to Use,bb,Supplier Name,Supplier Code,Base Price,Freight,Duty,Total Price,Currency,Actual/ Estimate/ Quote/ Surrogate,Payment Term,Days,Incoterm,Pre-SOP PPV %,Post SOP PPV %,Price,Currency,Price in USD,Comments,Global,Regional/Local,Tooling Cost (000),Currency,Tooling in USD,Number of Tools Required for Programme Life,Assumed Location of Tools,AHU-1,AHU-2,AHU-3,AHU-4,PAC-3,Blank on Purpose,"Investigate
AHU-5","Investigate
AHU-6","Investigate
AHU-7","Investigate
AHU-8","End Item 11
Part Number
Description","End Item 12
Part Number
Description","End Item 13
Part Number
Description","End Item 14
Part Number
Description","End Item 15
Part Number
Description","End Item 16
Part Number
Description","End Item 17
Part Number
Description","End Item 18
Part Number
Description","End Item 19
Part Number
Description","End Item 20
Part Number
Description",AHU-1,AHU-2,AHU-3,AHU-4,PAC-3,Blank on Purpose,"Investigate
AHU-5","Investigate
AHU-6","Investigate
AHU-7","Investigate
AHU-8","End Item 11
Part Number
Description","End Item 12
Part Number
Description","End Item 13
Part Number
Description","End Item 14
Part Number
Description","End Item 15
Part Number
Description","End Item 16
Part Number
Description","End Item 17
Part Number
Description","End Item 18
Part Number
Description","End Item 19
Part Number
Description","End Item 20
Part Number
Description",,RM/EP/DSP," Tooling 
Allocation",EP,RM,DSP,Rank,PN,BOM Item,Cost ($),Tooling,Supplier
,Do not use this row,Do not use this row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0,0,0,0,,Do not use this row,Do not use this row,0.000,0,0
100,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10001,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
110,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10002,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
120,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10003,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
130,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10004,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
140,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10005,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
150,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10006,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
160,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10007,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
170,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10008,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
180,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10009,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
190,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10010,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
200,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10011,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
210,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10012,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
220,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10013,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
230,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10014,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
240,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10015,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
250,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10016,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
260,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10017,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
270,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",C10018,100_MainConnector,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Kemet Corporation,C0805C103M2RAC 3124,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00315,,,0.00315,USD,Actual,,,,,,0.00315,USD,0.00315,,,,,,0,,,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0032,0.0032,0.0032,0.0032,0.0000,0.0032,0.0032,0.0032,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,275,P210378BFKAAAB,"CAP-CERM,10,000NF,20,0000%,200,000V,X7R,,0805",0.003,0,0
